league,season,team,player,nation,pos,age,born,mp,starts,min,90s,gls,ast,g_a,gls_npk,pk,pkatt,yellow,red,gls_p90,ast_p90,g_a_p90,gls_npk_p90,g_a_npk_p90,player_key,sh,sot,sot_pct,sh_p90,sot_p90,g_per_sh,g_per_sot,gk_ga,gk_ga90,gk_sota,gk_saves,gk_save_pct,gk_w,gk_d,gk_l,gk_cs,gk_cs_pct,gk_pk_faced,gk_pk_allowed,gk_pk_saved,gk_pk_missed,gk_pk_save_pct,mn_per_mp,min_pct,mn_per_start,starts_completed,subs,mn_per_sub,unsub,ppm,ong,onga,plus_minus,plus_minus_p90,on_off,second_yellow,fouls,fouled,offsides,crosses,interceptions,tkl_won,own_goals,country,league_tier,club_league_difficulty,primary_pos,is_gk,is_df,is_mf,is_fw,gk_save_pct_adj,gls_adj,ast_adj,g_a_adj,sh_adj,sot_adj,npg_adj,tkl_won_adj,interceptions_adj,crosses_adj,fouls_adj,involvement,shot_quality,discipline,fwd_raw,mid_raw,def_raw,gk_ga90_inv,gk_raw,fwd_score,mid_score,def_score,gk_score,trend_gls_p90,trend_ast_p90,trend_g_a_p90,trend_gls_adj,trend_ast_adj,weighted_score,seasons_in_data,form_trend_bonus,nt_caps,caps_multiplier,pick,position_group,role
ENG-Premier League,2526,Manchester City,Nathan Aké,NED,DF,31.0,1995.0,14,4,495,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,nathan aké||manchester city||2526,4,0,0.0,0.73,0.0,0.0,,,,,,,,,,,,,,,,,35,17.7,86.0,3,10,15.0,15,2.0,5,7,-2,-0.36,-1.81,0,2,6,1,4,4,6,0,England,1,5.0,DF,False,True,False,False,,0.0,0.0,0.0,3.65,0.0,0.0,5.454545454545454,3.6363636363636367,3.6363636363636367,1.8181818181818183,0.0,0.0,0.1818181818181818,,,1.7383181818181814,0.0,,,,76.98535701063436,,0.0,0.0,0.0,0.0,0.0,84.68,3.0,0.0,96.0,1.112,5,DF,sub
ENG-Premier League,2526,Fulham,Kenny Tete,NED,DF,31.0,1995.0,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,kenny tete||fulham||2526,16,3,18.8,0.8,0.15,0.06,0.33,,,,,,,,,,,,,,,,81,60.3,85.0,15,1,8.0,2,1.55,24,24,0,0.0,0.23,0,27,31,1,34,26,38,0,England,1,5.0,DF,False,True,False,False,,0.25,0.0,0.25,4.0,0.75,0.25,9.547738693467338,6.532663316582915,8.542713567839197,6.78391959798995,0.0416666666666666,0.33,0.100502512562814,,,3.371183417085428,0.0,,,,86.1574689907902,,0.05,-0.1,-0.05,0.25,-0.5,84.02,3.0,0.75,23.0,0.966,6,DF,sub
NED-Eredivisie,2526,Feyenoord,Bart Nieuwkoop,NED,DF,30.0,1996.0,17,5,545,6.1,1,0,1,1,0,0,3,0,0.17,0.0,0.17,0.17,0.17,bart nieuwkoop||feyenoord||2526,5,2,40.0,0.83,0.33,0.2,0.5,,,,,,,,,,,,,,,,32,20.2,57.0,0,12,22.0,5,2.18,13,4,9,1.49,0.99,0,13,4,0,10,8,17,0,Netherlands,2,3.5,DF,False,True,False,False,,0.5950000000000001,0.0,0.5950000000000001,2.905,1.155,0.5950000000000001,9.754098360655735,4.59016393442623,5.737704918032787,7.459016393442623,0.0769230769230769,0.5,0.4918032786885246,,,3.262073770491804,0.0,,,,85.5445795281101,,0.17,-0.19,-0.0199999999999999,0.5950000000000001,-0.665,81.84,3.0,1.78,22.0,0.964,7,DF,sub
ENG-Premier League,2526,Manchester Utd,Matthijs de Ligt,NED,DF,27.0,1999.0,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,matthijs de ligt||manchester utd||2526,11,3,27.3,0.85,0.23,0.09,0.33,,,,,,,,,,,,,,,,90,39.4,90.0,13,0,,0,1.62,21,20,1,0.08,-0.52,0,6,5,0,4,11,13,0,England,1,5.0,DF,False,True,False,False,,0.4,0.0,0.4,4.25,1.15,0.4,5.0,4.230769230769231,1.5384615384615383,2.307692307692308,0.0476190476190476,0.33,0.0,,,2.014923076923077,0.0,,,,78.5390988733216,,0.0,0.0,0.0,0.0,0.0,79.67,2.0,0.0,84.0,1.088,8,DF,sub
ENG-Premier League,2425,Aston Villa,Ian Maatsen,NED,DF,22.0,2002.0,29,10,1139,12.7,1,2,3,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,ian maatsen||aston villa||2425,19,5,26.3,1.5,0.4,0.05,0.2,,,,,,,,,,,,,,,,39,33.3,78.0,6,19,19.0,8,1.76,23,16,7,0.55,0.55,0,11,9,3,51,18,18,0,England,1,5.0,DF,False,True,False,False,,0.4,0.8,1.2,7.5,2.0,0.4,7.086614173228347,7.086614173228347,20.078740157480315,4.330708661417323,0.1304347826086956,0.2,0.1574803149606299,,,3.2948622047244096,0.0,,,,85.72875834699852,,,,,,,78.08,2.0,0.0,,1.0,9,DF,alternate
ENG-Premier League,2526,Brighton,Mats Wieffer,NED,DF,27.0,1999.0,23,20,1751,19.5,2,3,5,2,0,0,8,0,0.1,0.15,0.26,0.1,0.26,mats wieffer||brighton||2526,18,6,33.3,0.93,0.31,0.11,0.33,,,,,,,,,,,,,,,,76,59.0,83.0,13,3,29.0,0,1.61,30,22,8,0.41,0.56,0,29,22,2,14,24,41,0,England,1,5.0,DF,False,True,False,False,,0.5,0.75,1.3,4.65,1.55,0.5,10.512820512820513,6.153846153846154,3.58974358974359,7.435897435897436,0.1666666666666666,0.33,0.4102564102564102,,,3.5685641025641024,0.0,,,,87.26619352655021,,0.01,-0.12,-0.0899999999999999,0.05,-0.6000000000000001,78.07,2.0,0.15,14.0,0.948,10,DF,alternate
NED-Eredivisie,2425,Ajax,Devyne Rensch,NED,DF,21.0,2003.0,14,13,1113,12.4,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,devyne rensch||ajax||2425,15,5,33.3,1.21,0.4,0.07,0.2,,,,,,,,,,,,,,,,80,36.4,85.0,11,1,11.0,3,2.71,33,11,22,1.78,1.18,0,5,20,2,15,17,23,0,Netherlands,2,3.5,DF,False,True,False,False,,0.28,0.0,0.28,4.234999999999999,1.4,0.28,6.491935483870967,4.798387096774193,4.233870967741936,1.411290322580645,0.0303030303030303,0.2,0.1612903225806451,,,3.206387096774193,0.0,,,,85.23177697949274,,0.0,-0.16,-0.1599999999999999,0.0,-0.56,77.57,2.0,0.0,49.0,1.018,11,DF,alternate
ESP-La Liga,2425,Barcelona,Frenkie de Jong,NED,MF,27.0,1997.0,26,9,1143,12.7,2,2,4,2,0,0,3,0,0.16,0.16,0.31,0.16,0.31,frenkie de jong||barcelona||2425,5,3,60.0,0.39,0.24,0.4,0.67,,,,,,,,,,,,,,,,44,33.4,72.0,3,17,29.0,3,2.35,42,18,24,1.89,0.35,0,14,18,0,5,14,12,0,Spain,1,4.8,MF,False,False,True,False,,0.768,0.768,1.488,1.872,1.152,0.768,4.535433070866142,5.291338582677166,1.889763779527559,5.291338582677166,0.0952380952380952,0.67,0.2362204724409449,,1.5807137607799029,,0.0,,,50.77679832421638,,,0.05,0.16,0.2,0.24,0.768,63.25,3.0,1.2,82.0,1.084,1,MF,starter
ITA-Serie A,2425,Juventus,Teun Koopmeiners,NED,MF,26.0,1998.0,28,23,1994,22.2,3,3,6,3,0,0,3,0,0.14,0.14,0.27,0.14,0.27,teun koopmeiners||juventus||2425,42,11,26.2,1.9,0.5,0.07,0.27,,,,,,,,,,,,,,,,71,58.3,80.0,15,5,33.0,1,1.75,33,18,15,0.68,0.17,0,32,9,3,113,8,17,0,Italy,1,4.6,MF,False,False,True,False,,0.644,0.644,1.242,8.739999999999998,2.3,0.644,3.5225225225225225,1.6576576576576576,23.414414414414413,6.63063063063063,0.1818181818181818,0.27,0.1351351351351351,,1.0163248976248975,,0.0,,,46.393926169979096,,,,,,,,61.14,2.0,0.0,69.0,1.058,2,MF,backup
NED-Eredivisie,2425,PSV,Jerdy Schouten,NED,MF,27.0,1997.0,18,15,1295,14.4,1,2,3,1,0,0,1,0,0.07,0.14,0.21,0.07,0.21,jerdy schouten||psv||2425,7,4,57.1,0.49,0.28,0.14,0.25,,,,,,,,,,,,,,,,72,42.3,81.0,10,3,26.0,1,2.06,35,19,16,1.11,-1.34,0,11,15,0,2,9,6,0,Netherlands,2,3.5,MF,False,False,True,False,,0.245,0.49,0.735,1.715,0.98,0.245,1.4583333333333333,2.1875,0.4861111111111111,2.6736111111111107,0.0857142857142857,0.25,0.0694444444444444,,0.3675039682539682,,0.0,,,41.3553802842053,,,-0.0399999999999999,0.14,0.0999999999999999,-0.1399999999999999,0.49,59.44,3.0,0.6,14.0,0.948,3,MF,sub
NED-Eredivisie,2526,PSV,Joey Veerman,NED,MF,28.0,1998.0,27,25,2218,24.6,8,14,22,8,0,0,4,0,0.32,0.57,0.89,0.32,0.89,joey veerman||psv||2526,32,14,43.8,1.3,0.57,0.25,0.57,,,,,,,,,,,,,,,,82,82.1,86.0,19,2,31.0,0,2.52,73,31,42,1.7,1.33,0,16,14,0,185,25,34,0,Netherlands,2,3.5,MF,False,False,True,False,,1.12,1.995,3.115,4.55,1.995,1.12,4.837398373983739,3.556910569105691,26.32113821138212,2.2764227642276422,0.3013698630136986,0.57,0.1626016260162601,,2.2478247856108697,,0.0,,,55.95737952521949,,,0.27,0.1799999999999999,0.45,0.945,0.6299999999999999,55.83,3.0,2.7,,1.0,4,MF,sub
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26.0,1998.0,37,36,3128,34.8,10,4,14,10,0,0,2,1,0.29,0.12,0.4,0.29,0.4,tijjani reijnders||milan||2425,77,28,36.4,2.22,0.81,0.13,0.36,,,,,,,,,,,,,,,,85,91.5,86.0,31,1,32.0,0,1.7,59,40,19,0.55,0.85,0,28,22,2,46,37,13,0,Italy,1,4.6,MF,False,False,True,False,,1.334,0.5519999999999999,1.84,10.212,3.726,1.334,1.7183908045977012,4.890804597701149,6.080459770114942,3.701149425287356,0.2372881355932203,0.36,0.1436781609195402,,1.515193259302552,,0.0,,,50.26798604919834,,,0.1899999999999999,0.0199999999999999,0.21,0.8739999999999999,0.0919999999999999,54.6,2.0,1.26,28.0,0.976,5,MF,sub
ENG-Premier League,2526,Liverpool,Ryan Gravenberch,NED,MF,24.0,2002.0,30,29,2563,28.5,4,3,7,4,0,0,5,0,0.14,0.11,0.25,0.14,0.25,ryan gravenberch||liverpool||2526,31,9,29.0,1.09,0.32,0.13,0.44,,,,,,,,,,,,,,,,85,89.0,87.0,25,1,45.0,0,1.63,42,34,8,0.28,-0.29,0,30,36,0,6,38,31,0,England,1,5.0,MF,False,False,True,False,,0.7000000000000001,0.55,1.25,5.45,1.6,0.7000000000000001,5.43859649122807,6.666666666666666,1.0526315789473684,5.263157894736842,0.1666666666666666,0.44,0.175438596491228,,1.6145877192982456,,0.0,,,51.03985317741439,,,0.14,0.0,0.14,0.7000000000000001,0.0,53.44,3.0,0.84,61.0,1.042,6,MF,sub
ENG-Premier League,2425,Bournemouth,Justin Kluivert,NED,MF,25.0,1999.0,34,29,2340,26.0,12,6,18,6,6,6,8,0,0.46,0.23,0.69,0.23,0.46,justin kluivert||bournemouth||2425,63,29,46.0,2.42,1.12,0.1,0.21,,,,,,,,,,,,,,,,69,68.4,74.0,5,5,40.0,0,1.5,36,29,7,0.27,-0.15,0,46,33,6,86,13,9,0,England,1,5.0,MF,False,False,True,False,,2.3000000000000003,1.15,3.45,12.1,5.6000000000000005,1.15,1.7307692307692308,2.5,16.538461538461537,8.846153846153847,0.5,0.21,0.3076923076923077,,1.6851923076923077,,0.0,,,51.588146924218414,,,0.13,0.18,0.3099999999999999,0.6500000000000001,0.9000000000000001,52.86,3.0,1.86,69.0,1.058,7,MF,sub
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",33.0,1991.0,36,34,3058,34.0,4,4,8,4,0,0,5,0,0.12,0.12,0.24,0.12,0.24,marten de roon||atalanta||2425,14,4,28.6,0.41,0.12,0.29,1.0,,,,,,,,,,,,,,,,85,89.4,88.0,32,2,31.0,1,1.97,71,32,39,1.15,0.65,0,48,23,1,28,48,47,0,Italy,1,4.6,MF,False,False,True,False,,0.5519999999999999,0.5519999999999999,1.104,1.886,0.5519999999999999,0.5519999999999999,6.358823529411764,6.494117647058824,3.788235294117648,6.494117647058824,0.1126760563380281,1.0,0.1470588235294117,,1.8168763877381937,,0.0,,,52.6107654152409,,,0.12,-0.05,0.0699999999999999,0.5519999999999999,-0.2300000000000001,51.48,3.0,0.42,45.0,1.01,8,MF,sub
ITA-Serie A,2324,Inter,Denzel Dumfries,NED,MF,27.0,1996.0,31,19,1639,18.2,4,4,8,4,0,0,2,1,0.22,0.22,0.44,0.22,0.44,denzel dumfries||inter||2324,24,6,25.0,1.32,0.33,0.17,0.67,,,,,,,,,,,,,,,,53,47.9,72.0,5,12,23.0,3,2.35,46,13,33,1.81,0.09,0,25,18,5,47,12,11,0,Italy,1,4.6,MF,False,False,True,False,,1.012,1.012,2.024,6.072,1.518,1.012,2.780219780219781,3.032967032967033,11.87912087912088,6.318681318681318,0.1739130434782608,0.67,0.2747252747252747,,1.32876502627807,,0.0,,,48.82024112609866,,,,,,,,51.34,3.0,0.0,84.0,1.088,9,MF,alternate
NED-Eredivisie,2425,Ajax,Kenneth Taylor,NED,"MF,FW",22.0,2002.0,33,29,2447,27.2,9,6,15,6,3,3,3,0,0.33,0.22,0.55,0.22,0.44,kenneth taylor||ajax||2425,48,21,43.8,1.77,0.77,0.13,0.29,,,,,,,,,,,,,,,,74,80.0,80.0,11,4,29.0,0,2.27,50,24,26,0.96,-0.37,0,38,38,5,49,17,20,0,Netherlands,2,3.5,MF,False,False,True,False,,1.155,0.77,1.9250000000000005,6.195,2.6950000000000003,0.77,2.573529411764706,2.1875,6.30514705882353,4.889705882352942,0.3,0.29,0.1102941176470588,,1.1303382352941176,,0.0,,,47.27931905333377,,,0.17,0.06,0.22,0.595,0.2099999999999999,50.32,3.0,1.32,66.0,1.052,10,MF,alternate
SAU-Pro League,2526,Al-Ettifaq,Georginio Wijnaldum,NED,"MF,FW",36.0,1990.0,28,27,2449,27.2,14,6,20,11,3,3,1,0,0.51,0.22,0.73,0.4,0.62,georginio wijnaldum||al-ettifaq||2526,66,34,51.5,2.43,1.25,0.17,0.32,,,,,,,,,,,,,,,,87,93.8,89.0,23,1,33.0,0,1.39,39,50,-11,-0.4,-1.52,0,14,40,14,10,4,6,0,Saudi Arabia,2,2.7,MF,False,False,True,False,,1.3770000000000002,0.5940000000000001,1.971,6.561000000000001,3.375,1.08,0.5955882352941176,0.3970588235294118,0.9926470588235295,1.3897058823529411,0.5128205128205128,0.32,0.0367647058823529,,0.5858405731523377,,0.0,,,43.05091591279718,,,0.08,0.1,0.1799999999999999,0.2160000000000002,0.2700000000000001,49.91,3.0,1.08,158.0,1.12,11,MF,alternate
ITA-Serie A,2526,Roma,Donyell Malen,NED,FW,27.0,1999.0,13,13,1054,11.7,10,0,10,8,2,2,1,0,0.85,0.0,0.85,0.68,0.68,donyell malen||roma||2526,53,21,39.6,4.53,1.79,0.15,0.38,,,,,,,,,,,,,,,,81,35.5,81.0,6,0,,0,1.46,21,15,6,0.51,0.0,0,9,13,13,3,1,1,0,Italy,1,4.6,FW,False,False,False,True,,3.91,0.0,3.91,20.838,8.234,3.128,0.3931623931623931,0.3931623931623931,1.1794871794871795,3.5384615384615383,0.4761904761904761,0.38,0.0854700854700854,3.380955067155067,,,0.0,,76.57053003505744,,,,,,,,,68.61,1.0,0.0,100.0,1.12,1,FW,starter
ENG-Premier League,2324,Liverpool,Cody Gakpo,NED,"FW,MF",24.0,1999.0,35,17,1649,18.3,8,5,13,8,0,0,1,0,0.44,0.27,0.71,0.44,0.71,cody gakpo||liverpool||2324,66,24,36.4,3.6,1.31,0.12,0.33,,,,,,,,,,,,,,,,47,48.2,73.0,3,18,23.0,0,2.23,52,19,33,1.8,1.19,0,28,38,8,21,11,18,0,England,1,5.0,FW,False,False,False,True,,2.2,1.35,3.55,18.0,6.550000000000001,2.2,4.918032786885246,3.005464480874317,5.737704918032787,7.6502732240437155,0.25,0.33,0.0546448087431694,2.865767759562841,,,0.0,,64.67474994874847,,,,,,,,,55.48,3.0,0.0,66.0,1.052,2,FW,backup
NED-Eredivisie,2526,Heracles Almelo,Jizz Hornkamp,NED,FW,28.0,1998.0,14,14,1109,12.3,10,1,11,9,1,1,2,1,0.81,0.08,0.89,0.73,0.81,jizz hornkamp||heracles almelo||2526,39,23,59.0,3.17,1.87,0.23,0.39,,,,,,,,,,,,,,,,79,41.1,79.0,8,0,,0,1.0,23,29,-6,-0.49,1.61,0,25,20,4,3,4,10,0,Netherlands,2,3.5,FW,False,False,False,True,,2.835,0.28,3.115,11.095,6.545,2.555,2.845528455284553,1.1382113821138211,0.8536585365853658,7.113821138211382,0.4782608695652174,0.39,0.4065040650406504,2.2729139271827496,,,0.0,,50.98563395270548,,,,0.35,-0.03,0.32,1.225,-0.1049999999999999,49.42,3.0,5.0,,1.0,3,FW,sub
NED-Eredivisie,2526,PSV,Guus Til,NED,"FW,MF",29.0,1997.0,25,21,1914,21.3,13,3,16,13,0,0,2,0,0.61,0.14,0.75,0.61,0.75,guus til||psv||2526,54,25,46.3,2.54,1.18,0.24,0.52,,,,,,,,,,,,,,,,77,70.9,83.0,11,4,44.0,0,2.56,63,26,37,1.74,0.94,0,22,17,7,24,2,9,0,Netherlands,2,3.5,FW,False,False,False,True,,2.135,0.49,2.625,8.89,4.13,2.135,1.4788732394366195,0.3286384976525821,3.943661971830986,3.615023474178404,0.2539682539682539,0.52,0.0938967136150234,1.8084004024144869,,,0.0,,40.25992185474136,,,,0.1599999999999999,-0.35,-0.1899999999999999,0.5599999999999998,-1.225,48.28,3.0,3.36,,1.0,4,FW,sub
ENG-Premier League,2526,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",25.0,2001.0,19,4,527,5.9,2,1,3,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,joshua zirkzee||manchester utd||2526,21,7,33.3,3.59,1.2,0.1,0.29,,,,,,,,,,,,,,,,28,17.7,76.0,2,15,15.0,12,1.58,9,8,1,0.17,-0.27,0,7,5,1,5,1,5,0,England,1,5.0,FW,False,False,False,True,,1.7000000000000002,0.8500000000000001,2.55,17.95,6.0,1.7000000000000002,4.23728813559322,0.847457627118644,4.23728813559322,5.932203389830509,0.3333333333333333,0.29,0.1694915254237288,2.490525423728813,,,0.0,,56.01032782426626,,,,0.15,0.11,0.25,0.7500000000000002,0.55,48.0,2.0,4.5,51.0,1.022,5,FW,sub
