league,season,team,player,nation,pos,age,born,mp,starts,min,90s,gls,ast,g_a,gls_npk,pk,pkatt,yellow,red,gls_p90,ast_p90,g_a_p90,gls_npk_p90,g_a_npk_p90,player_key,sh,sot,sot_pct,sh_p90,sot_p90,g_per_sh,g_per_sot,gk_ga,gk_ga90,gk_sota,gk_saves,gk_save_pct,gk_w,gk_d,gk_l,gk_cs,gk_cs_pct,gk_pk_faced,gk_pk_allowed,gk_pk_saved,gk_pk_missed,gk_pk_save_pct,mn_per_mp,min_pct,mn_per_start,starts_completed,subs,mn_per_sub,unsub,ppm,ong,onga,plus_minus,plus_minus_p90,on_off,second_yellow,fouls,fouled,offsides,crosses,interceptions,tkl_won,own_goals,country,league_tier,club_league_difficulty,primary_pos,is_gk,is_df,is_mf,is_fw,gk_save_pct_adj,gls_adj,ast_adj,g_a_adj,sh_adj,sot_adj,npg_adj,tkl_won_adj,interceptions_adj,crosses_adj,fouls_adj,involvement,shot_quality,discipline,fwd_raw,mid_raw,def_raw,gk_ga90_inv,gk_raw,fwd_score,mid_score,def_score,gk_score,trend_gls_p90,trend_ast_p90,trend_g_a_p90,trend_gls_adj,trend_ast_adj,weighted_score,seasons_in_data,form_trend_bonus,nt_caps,caps_multiplier,pick,position_group,role
USA-MLS,2425,Nashville SC,Jeison Palacios,COL,DF,30.0,1994.0,22,21,1829,20.3,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,jeison palacios||nashville sc||2025,16,4,25.0,0.79,0.2,0.13,0.5,,,,,,,,,,,,,,,,83,59.8,86.0,16,1,13.0,10,1.71,38,28,10,0.49,0.27,0,15,15,0,2,15,35,1,USA,2,2.8,DF,False,True,False,False,,0.2799999999999999,0.0,0.2799999999999999,2.212,0.5599999999999999,0.2799999999999999,4.827586206896551,2.068965517241379,0.2758620689655172,2.068965517241379,0.0526315789473684,0.5,0.147783251231527,,,1.6483522167487683,0.0,,,,76.4800012175187,,,,,,,72.51,2.0,0.0,,1.0,8,DF,sub
USA-MLS,2425,LA Galaxy,Carlos Garcés,COL,DF,23.0,2001.0,23,19,1715,19.1,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,carlos garcés||la galaxy||2025,5,2,40.0,0.26,0.1,0.2,0.5,,,,,,,,,,,,,,,,75,56.0,88.0,16,4,13.0,4,0.96,24,39,-15,-0.79,-0.45,0,21,16,1,0,28,40,0,USA,2,2.8,DF,False,True,False,False,,0.1399999999999999,0.1399999999999999,0.2799999999999999,0.728,0.2799999999999999,0.1399999999999999,5.863874345549738,4.104712041884817,0.0,3.078534031413612,0.0833333333333333,0.5,0.3141361256544502,,,1.9430863874345552,0.0,,,,78.13557864027274,,0.05,0.05,0.1,0.1399999999999999,0.1399999999999999,71.93,2.0,0.42,,1.0,9,DF,alternate
ESP-La Liga,2425,Mallorca,Johan Mojica,COL,DF,31.0,1992.0,36,30,2755,30.6,1,2,3,1,0,0,5,0,0.03,0.07,0.1,0.03,0.1,johan mojica||mallorca||2425,17,3,17.6,0.56,0.1,0.06,0.33,,,,,,,,,,,,,,,,77,80.6,88.0,26,6,18.0,1,1.31,30,38,-8,-0.26,-0.13,0,18,24,0,143,28,23,0,Spain,1,4.8,DF,False,True,False,False,,0.144,0.336,0.48,2.688,0.48,0.144,3.6078431372549016,4.3921568627450975,22.431372549019603,2.823529411764706,0.1,0.33,0.1633986928104575,,,1.637977124183006,0.0,,,,76.42172236586437,,,,,,,70.5,2.0,0.0,39.0,0.998,10,DF,alternate
USA-MLS,2425,LAFC,Eddie Segura,COL,DF,27.0,1997.0,31,28,2490,27.7,1,2,3,1,0,0,8,1,0.04,0.07,0.11,0.04,0.11,eddie segura||lafc||2025,14,3,21.4,0.51,0.11,0.07,0.33,,,,,,,,,,,,,,,,80,81.4,88.0,21,3,13.0,2,1.94,57,30,27,0.98,1.29,0,35,12,0,1,31,29,0,USA,2,2.8,DF,False,True,False,False,,0.1119999999999999,0.196,0.308,1.428,0.308,0.1119999999999999,2.931407942238267,3.1335740072202167,0.1010830324909747,3.537906137184115,0.0526315789473684,0.33,0.3971119133574007,,,1.5320992779783391,0.0,,,,75.82698653547726,,0.04,0.0,0.0399999999999999,0.1119999999999999,0.0,70.44,3.0,0.34,7.0,0.934,11,DF,alternate
ENG-Premier League,2526,Crystal Palace,Jefferson Lerma,COL,"MF,DF",32.0,1994.0,25,14,1345,14.9,0,2,2,0,0,0,6,0,0.0,0.13,0.13,0.0,0.13,jefferson lerma||crystal palace||2526,15,6,40.0,1.0,0.4,0.0,0.0,,,,,,,,,,,,,,,,54,48.2,81.0,11,11,19.0,3,1.36,18,16,2,0.13,0.32,0,20,16,0,10,17,14,1,England,1,5.0,MF,False,False,True,False,,0.0,0.65,0.65,5.0,2.0,0.0,4.697986577181208,5.70469798657718,3.355704697986577,6.711409395973154,0.1111111111111111,0.0,0.4026845637583892,,1.3338564504101416,,0.0,,,48.85977957646623,,,0.0,0.09,0.09,0.0,0.45,50.34,3.0,0.54,59.0,1.038,1,MF,starter
USA-MLS,2526,Orlando City,Iván Angulo,COL,"MF,DF",27.0,1999.0,10,9,837,9.3,0,3,3,0,0,0,2,0,0.0,0.32,0.32,0.0,0.32,iván angulo||orlando city||2026,7,3,42.9,0.75,0.32,0.0,0.0,,,,,,,,,,,,,,,,84,93.0,88.0,6,1,45.0,0,0.7,12,25,-13,-1.4,4.32,0,11,10,0,13,8,14,0,USA,2,2.8,MF,False,False,True,False,,0.0,0.8959999999999999,0.8959999999999999,2.1,0.8959999999999999,0.0,4.21505376344086,2.408602150537634,3.913978494623655,3.3118279569892466,0.25,0.0,0.2150537634408602,,1.8792129032258065,,0.0,,,53.0948518240257,,,0.0,0.16,0.16,0.0,0.4479999999999999,46.57,3.0,0.96,4.0,0.928,2,MF,backup
SAU-Pro League,2526,Al Okhdood SC,Juan Pedroza,COL,MF,27.0,1999.0,26,25,2092,23.2,2,2,4,2,0,0,8,1,0.09,0.09,0.17,0.09,0.17,juan pedroza||al okhdood sc||2526,18,6,33.3,0.77,0.26,0.11,0.33,,,,,,,,,,,,,,,,80,80.2,82.0,15,1,34.0,0,0.58,17,47,-30,-1.29,0.1,1,33,35,0,68,28,33,0,Saudi Arabia,2,2.7,MF,False,False,True,False,,0.243,0.243,0.4590000000000001,2.079,0.7020000000000001,0.243,3.840517241379311,3.2586206896551726,7.913793103448278,3.840517241379311,0.2352941176470588,0.33,0.560344827586207,,0.9096053752535498,,0.0,,,45.56517483654533,,,0.06,0.0199999999999999,0.07,0.1619999999999999,0.0539999999999999,46.15,3.0,0.42,,1.0,3,MF,sub
ITA-Serie A,2425,Atalanta,Juan Cuadrado,COL,"MF,FW",36.0,1988.0,23,7,832,9.2,0,2,2,0,0,0,3,0,0.0,0.22,0.22,0.0,0.22,juan cuadrado||atalanta||2425,16,4,25.0,1.73,0.43,0.0,0.0,,,,,,,,,,,,,,,,36,24.3,60.0,1,16,26.0,6,1.96,19,4,15,1.62,0.72,0,9,27,0,56,7,9,0,Italy,1,4.6,MF,False,False,True,False,,0.0,1.012,1.012,7.957999999999999,1.978,0.0,4.5,3.5,28.0,4.5,0.1052631578947368,0.0,0.3260869565217391,,1.3029482837528603,,0.0,,,48.61975616029986,,,,,,,,43.57,1.0,0.0,116.0,1.12,4,MF,sub
POR-Primeira Liga,2425,Boavista,Sebastián Pérez Cardona,COL,MF,31.0,1993.0,29,24,2024,22.5,1,0,1,1,0,0,8,2,0.04,0.0,0.04,0.04,0.04,sebastián pérez cardona||boavista||2425,13,3,23.1,0.58,0.13,0.08,0.33,,,,,,,,,,,,,,,,70,66.1,82.0,15,5,12.0,1,0.79,14,37,-23,-1.02,0.02,1,22,55,0,5,35,33,0,Portugal,2,3.4,MF,False,False,True,False,,0.136,0.0,0.136,1.972,0.442,0.136,4.986666666666666,5.288888888888889,0.7555555555555555,3.324444444444444,0.0714285714285714,0.33,0.7111111111111111,,1.0578857142857143,,0.0,,,46.71667482421686,,,0.04,0.0,0.04,0.136,0.0,43.01,2.0,0.24,,1.0,5,MF,sub
USA-MLS,2425,Charlotte,Kerwin Vargas,COL,MF,23.0,2002.0,34,19,1712,19.0,6,3,9,6,0,0,4,0,0.32,0.16,0.47,0.32,0.47,kerwin vargas||charlotte||2025,46,18,39.1,2.42,0.95,0.13,0.33,,,,,,,,,,,,,,,,50,55.9,76.0,3,15,18.0,0,1.62,32,23,9,0.47,0.47,0,19,35,6,56,14,16,0,USA,2,2.8,MF,False,False,True,False,,0.8959999999999999,0.4479999999999999,1.3159999999999998,6.776,2.66,0.8959999999999999,2.357894736842105,2.063157894736842,8.252631578947367,2.8,0.28125,0.33,0.2105263157894736,,1.042428947368421,,0.0,,,46.59664227620088,,,0.1,0.09,0.18,0.2799999999999999,0.2519999999999999,43.0,3.0,1.08,0.0,0.92,6,MF,sub
USA-MLS,2324,Real Salt Lake,Andrés Gómez,COL,MF,21.0,2002.0,23,22,1807,20.1,13,7,20,13,0,0,6,0,0.65,0.35,1.0,0.65,1.0,andrés gómez||real salt lake||2024,68,33,48.5,3.39,1.64,0.19,0.39,,,,,,,,,,,,,,,,79,59.1,81.0,11,1,35.0,0,1.74,43,26,17,0.85,0.85,0,20,24,4,101,7,27,0,USA,2,2.8,MF,False,False,True,False,,1.82,0.98,2.8,9.492,4.592,1.82,3.7611940298507456,0.9751243781094526,14.06965174129353,2.7860696517412933,0.4651162790697674,0.39,0.2985074626865671,,1.7017297234756448,,0.0,,,51.71657146246081,,,,,,,,41.37,1.0,0.0,,1.0,7,MF,sub
USA-MLS,2324,Real Salt Lake,Nelson Palacio,COL,MF,22.0,2001.0,23,5,744,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,nelson palacio||real salt lake||2024,8,2,25.0,0.97,0.24,0.13,0.5,,,,,,,,,,,,,,,,32,24.3,70.0,1,18,22.0,7,1.68,15,8,7,0.85,0.46,0,12,11,0,4,13,4,0,USA,2,2.8,MF,False,False,True,False,,0.3359999999999999,0.3359999999999999,0.6719999999999999,2.716,0.6719999999999999,0.3359999999999999,1.3493975903614457,4.385542168674698,1.3493975903614457,4.048192771084336,0.1333333333333333,0.5,0.2409638554216867,,0.9153124497991968,,0.0,,,45.60949424066759,,,,,,,,40.65,2.0,0.0,,1.0,8,MF,sub
USA-MLS,2425,Portland Timbers,Diego Chará,COL,MF,38.0,1986.0,27,10,1195,13.3,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,diego chará||portland timbers||2025,2,0,0.0,0.15,0.0,0.0,,,,,,,,,,,,,,,,,44,39.1,82.0,6,17,22.0,2,1.29,20,19,1,0.08,0.46,0,31,14,0,1,22,32,0,USA,2,2.8,MF,False,False,True,False,,0.0,0.2239999999999999,0.2239999999999999,0.42,0.0,0.0,6.7368421052631575,4.63157894736842,0.2105263157894736,6.526315789473683,0.05,0.0,0.225563909774436,,1.3059639097744362,,0.0,,,48.64317459425632,,,0.0,0.08,0.08,0.0,0.2239999999999999,40.48,2.0,0.48,2.0,0.924,9,MF,alternate
USA-MLS,2324,Portland Timbers,Santiago Moreno,COL,MF,23.0,2000.0,31,29,2435,27.1,6,10,16,6,0,0,1,0,0.22,0.37,0.59,0.22,0.59,santiago moreno||portland timbers||2024,60,19,31.7,2.22,0.7,0.1,0.32,,,,,,,,,,,,,,,,79,79.6,83.0,16,2,15.0,0,1.34,49,45,4,0.15,-0.57,0,35,41,3,84,20,40,0,USA,2,2.8,MF,False,False,True,False,,0.616,1.036,1.652,6.216,1.96,0.616,4.132841328413284,2.066420664206642,8.678966789667895,3.616236162361623,0.3265306122448979,0.32,0.03690036900369,,1.1475873032607875,,0.0,,,47.41327006585916,,,,,,,,40.35,2.0,0.0,2.0,0.924,10,MF,alternate
SAU-Pro League,2425,Al-Shabab,Gustavo Cuellar,COL,"MF,DF",31.0,1992.0,8,8,618,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,gustavo cuellar||al-shabab||2425,1,0,0.0,0.15,0.0,0.0,,,,,,,,,,,,,,,,,77,20.2,77.0,4,0,,1,1.63,6,6,0,0.0,-0.88,0,3,3,0,2,5,10,0,Saudi Arabia,2,2.7,MF,False,False,True,False,,0.0,0.0,0.0,0.405,0.0,0.0,3.9130434782608696,1.9565217391304348,0.782608695652174,1.173913043478261,0.0,0.0,0.144927536231884,,0.4037101449275362,,0.0,,,41.63654643384705,,,0.0,0.0,0.0,0.0,0.0,38.85,2.0,0.0,32.0,0.984,11,MF,alternate
ENG-Premier League,2425,Aston Villa,Jáder Durán,COL,FW,20.0,2003.0,20,4,638,7.1,7,0,7,7,0,0,3,1,0.99,0.0,0.99,0.99,0.99,jáder durán||aston villa||2425,31,15,48.4,4.37,2.12,0.23,0.47,,,,,,,,,,,,,,,,32,18.7,60.0,0,16,25.0,1,1.5,12,12,0,0.0,-0.23,0,14,15,5,3,0,7,0,England,1,5.0,FW,False,False,False,True,,4.95,0.0,4.95,21.85,10.6,4.95,4.929577464788732,0.0,2.1126760563380285,9.859154929577464,0.5833333333333334,0.47,0.8450704225352114,3.76274647887324,,,0.0,,85.38617165842528,,,,0.04,0.0,0.04,0.2000000000000001,0.0,77.09,2.0,1.2,,1.0,1,FW,starter
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27.0,1997.0,36,28,2399,26.7,13,5,18,13,0,0,2,0,0.49,0.19,0.68,0.49,0.68,luis díaz||liverpool||2425,71,30,42.3,2.66,1.13,0.18,0.43,,,,,,,,,,,,,,,,67,70.1,79.0,7,8,24.0,2,2.25,67,21,46,1.73,1.81,0,48,31,10,32,7,27,0,England,1,5.0,FW,False,False,False,True,,2.45,0.95,3.4000000000000004,13.3,5.65,2.45,5.056179775280899,1.310861423220974,5.992509363295881,8.98876404494382,0.2686567164179104,0.43,0.0749063670411985,2.489553189110627,,,0.0,,55.98787872849119,,,,0.2199999999999999,0.0199999999999999,0.23,1.1,0.0999999999999998,57.36,2.0,5.0,71.0,1.062,2,FW,backup
ESP-La Liga,2324,Almería,Luis Javier Suárez,COL,"FW,MF",25.0,1997.0,15,10,917,10.2,6,0,6,5,1,1,3,0,0.59,0.0,0.59,0.49,0.49,luis javier suárez||almería||2324,40,14,35.0,3.93,1.37,0.13,0.36,,,,,,,,,,,,,,,,61,26.8,83.0,3,5,18.0,0,0.73,16,23,-7,-0.69,0.21,0,18,17,5,7,0,5,0,Spain,1,4.8,FW,False,False,False,True,,2.832,0.0,2.832,18.864,6.5760000000000005,2.352,2.3529411764705883,0.0,3.294117647058824,8.470588235294118,0.375,0.36,0.2941176470588235,2.8525441176470587,,,0.0,,64.369413357858,,,,,,,,,51.5,1.0,0.0,,1.0,3,FW,sub
INT-Champions League,2526,Qarabağ,Camilo Marques,COL,"FW,MF",24.0,2002.0,10,10,746,8.3,5,1,6,5,0,0,1,0,0.6,0.12,0.72,0.6,0.72,camilo marques||qarabağ||2526,20,10,50.0,2.41,1.21,0.25,0.5,,,,,,,,,,,,,,,,75,82.9,75.0,0,0,,0,1.0,14,24,-10,-1.21,1.13,0,3,5,3,4,2,6,0,Europe,1,5.5,FW,False,False,False,True,,3.3,0.6599999999999999,3.96,13.255,6.654999999999999,3.3,3.975903614457831,1.325301204819277,2.650602409638554,1.9879518072289155,0.4285714285714285,0.5,0.1204819277108433,2.6607616179001723,,,0.0,,59.94111629430279,,,,,,,,,47.95,1.0,0.0,,1.0,4,FW,sub
ITA-Serie A,2425,Torino,Duván Zapata,COL,FW,33.0,1991.0,7,7,587,6.5,3,0,3,3,0,0,1,0,0.46,0.0,0.46,0.46,0.46,duván zapata||torino||2425,21,10,47.6,3.22,1.53,0.14,0.3,,,,,,,,,,,,,,,,84,17.2,84.0,4,0,,0,1.57,11,9,2,0.31,0.56,0,10,8,2,3,2,5,0,Italy,1,4.6,FW,False,False,False,True,,2.116,0.0,2.116,14.812,7.037999999999999,2.116,3.5384615384615383,1.4153846153846157,2.123076923076923,7.076923076923077,0.2727272727272727,0.3,0.1538461538461538,2.2502167832167834,,,0.0,,50.46155226585589,,,,0.09,-0.12,-0.0399999999999999,0.4140000000000001,-0.5519999999999999,47.88,3.0,2.48,39.0,0.998,5,FW,sub
USA-MLS,2324,Columbus Crew,Cucho,COL,FW,24.0,1999.0,27,23,2113,23.5,19,10,29,17,2,4,3,1,0.81,0.43,1.24,0.72,1.15,cucho||columbus crew||2024,135,43,31.9,5.75,1.83,0.13,0.4,,,,,,,,,,,,,,,,78,69.1,86.0,14,4,34.0,0,1.83,51,28,23,0.98,0.12,0,27,44,10,58,10,19,0,USA,2,2.8,FW,False,False,False,True,,2.268,1.204,3.472,16.099999999999998,5.124,2.016,2.2638297872340423,1.1914893617021276,6.91063829787234,3.217021276595745,0.5686274509803921,0.4,0.2553191489361702,2.61552816020025,,,0.0,,58.89666652348752,,,,,,,,,47.12,1.0,0.0,,1.0,6,FW,sub
SAU-Pro League,2526,Al-Taawoun,Roger Martínez,COL,FW,32.0,1994.0,27,27,2262,25.1,20,2,22,14,6,6,8,0,0.8,0.08,0.88,0.56,0.64,roger martínez||al-taawoun||2526,87,35,40.2,3.46,1.39,0.16,0.4,,,,,,,,,,,,,,,,84,86.7,84.0,15,0,,0,1.78,47,32,15,0.6,0.86,0,42,55,11,6,3,5,0,Saudi Arabia,2,2.7,FW,False,False,False,True,,2.16,0.216,2.3760000000000003,9.342,3.753,1.5120000000000002,0.5378486055776892,0.3227091633466135,0.6454183266932271,4.517928286852589,0.4680851063829787,0.4,0.3187250996015936,1.8148765109773672,,,0.0,,40.40945652328576,,,,0.45,-0.06,0.39,1.2150000000000003,-0.162,36.23,2.0,5.0,32.0,0.984,7,FW,sub
ITA-Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,24.0,1999.0,35,12,1375,15.3,5,1,6,5,0,0,4,0,0.33,0.07,0.39,0.33,0.39,daniel mosquera||hellas verona||2425,57,16,28.1,3.73,1.05,0.09,0.31,,,,,,,,,,,,,,,,39,40.2,67.0,1,23,25.0,2,1.06,16,25,-9,-0.59,0.42,0,44,17,8,2,3,8,0,Italy,1,4.6,FW,False,False,False,True,,1.518,0.322,1.7939999999999998,17.157999999999998,4.83,1.518,2.4052287581699345,0.9019607843137254,0.6013071895424836,13.22875816993464,0.375,0.31,0.261437908496732,2.3511781045751627,,,0.0,,52.79276978306433,,,,,,,,,35.88,2.0,0.0,,1.0,8,FW,alternate
