league,season,team,player,nation,pos,age,born,mp,starts,min,90s,gls,ast,g_a,gls_npk,pk,pkatt,yellow,red,gls_p90,ast_p90,g_a_p90,gls_npk_p90,g_a_npk_p90,player_key,sh,sot,sot_pct,sh_p90,sot_p90,g_per_sh,g_per_sot,gk_ga,gk_ga90,gk_sota,gk_saves,gk_save_pct,gk_w,gk_d,gk_l,gk_cs,gk_cs_pct,gk_pk_faced,gk_pk_allowed,gk_pk_saved,gk_pk_missed,gk_pk_save_pct,mn_per_mp,min_pct,mn_per_start,starts_completed,subs,mn_per_sub,unsub,ppm,ong,onga,plus_minus,plus_minus_p90,on_off,second_yellow,fouls,fouled,offsides,crosses,interceptions,tkl_won,own_goals,country,league_tier,club_league_difficulty,primary_pos,is_gk,is_df,is_mf,is_fw,gk_save_pct_adj,gls_adj,ast_adj,g_a_adj,sh_adj,sot_adj,npg_adj,tkl_won_adj,interceptions_adj,crosses_adj,fouls_adj,involvement,shot_quality,discipline,fwd_raw,mid_raw,def_raw,gk_ga90_inv,gk_raw,fwd_score,mid_score,def_score,gk_score,trend_gls_p90,trend_ast_p90,trend_g_a_p90,trend_gls_adj,trend_ast_adj,weighted_score,seasons_in_data,form_trend_bonus,pick,position_group,role
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Beraldo,BRA,"DF,MF",23.0,2003.0,14,12,1027,11.4,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,lucas beraldo||paris saint-germain||2526,9,2,22.2,0.79,0.18,0.11,0.5,,,,,,,,,,,,,,,,73,40.8,82.0,8,2,25.0,13,2.36,26,11,15,1.31,-0.01,0,12,2,0,0,12,12,0,France,1,4.3,DF,False,True,False,False,,0.3869999999999999,0.0,0.3869999999999999,3.397,0.7739999999999999,0.3869999999999999,4.526315789473684,4.526315789473684,0.0,4.526315789473684,0.0384615384615384,0.5,0.175438596491228,,,2.0622543859649123,0.0,,,,78.80496776275756,,0.0499999999999999,0.0,0.0499999999999999,0.2149999999999999,0.0,81.03,3.0,0.64,5,DF,sub
ENG-Premier League,2425,Nottingham Forest,Murillo,BRA,DF,22.0,2002.0,36,36,3188,35.4,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06,murillo||nottingham forest||2425,25,6,24.0,0.71,0.17,0.08,0.33,,,,,,,,,,,,,,,,89,93.2,89.0,33,0,,0,1.69,50,44,6,0.17,-2.16,0,27,7,0,14,36,39,0,England,1,5.0,DF,False,True,False,False,,0.3,0.0,0.3,3.55,0.8500000000000001,0.3,5.508474576271186,5.084745762711864,1.977401129943503,3.813559322033899,0.04,0.33,0.1694915254237288,,,1.9684745762711864,0.0,,,,78.27818888510707,,0.06,-0.06,0.0,0.3,-0.3,80.8,3.0,0.9,6,DF,sub
INT-Champions League,2425,Shakhtar Donetsk,Pedro Henrique,BRA,DF,22.0,2002.0,6,5,446,5.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,pedro henrique||shakhtar donetsk||2425,1,0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,74,61.9,86.0,4,1,18.0,0,0.67,4,6,-2,-0.4,1.57,0,3,3,0,3,16,6,0,Europe,1,5.5,DF,False,True,False,False,,0.0,0.0,0.0,1.1,0.0,0.0,6.6,17.6,3.3,3.3,0.0,0.0,0.8,,,5.835500000000001,0.0,,,,100.0,,,,,,,80.0,1.0,0.0,7,DF,sub
FRA-Ligue 1,2425,Paris Saint-Germain,Marquinhos,BRA,DF,30.0,1994.0,22,19,1725,19.2,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,marquinhos||paris saint-germain||2425,8,3,37.5,0.42,0.16,0.25,0.67,,,,,,,,,,,,,,,,78,56.4,87.0,16,3,25.0,5,2.41,52,18,34,1.77,0.22,0,18,7,1,3,13,19,0,France,1,4.3,DF,False,True,False,False,,0.43,0.0,0.43,1.806,0.688,0.43,4.255208333333333,2.911458333333333,0.671875,4.03125,0.0384615384615384,0.67,0.15625,,,1.7677291666666666,0.0,,,,77.15056405935496,,0.1,-0.06,0.04,0.43,-0.258,79.28,3.0,1.29,8,DF,sub
ESP-La Liga,2425,Celta Vigo,Jailson Siqueira,BRA,DF,28.0,1995.0,13,6,614,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,jailson siqueira||celta vigo||2425,4,2,50.0,0.59,0.29,0.0,0.0,,,,,,,,,,,,,,,,47,18.0,80.0,3,7,19.0,10,1.77,15,14,1,0.15,0.11,0,4,4,0,1,8,11,1,Spain,1,4.8,DF,False,True,False,False,,0.0,0.0,0.0,2.832,1.392,0.0,7.764705882352941,5.647058823529412,0.7058823529411765,2.823529411764706,0.0,0.0,0.2941176470588235,,,3.1023823529411767,0.0,,,,84.64756271838885,,0.0,-0.1,-0.1,0.0,-0.48,77.89,2.0,0.0,9,DF,alternate
FRA-Ligue 1,2324,Nice,Dante,BRA,DF,39.0,1983.0,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,dante||nice||2324,15,5,33.3,0.47,0.16,0.07,0.2,,,,,,,,,,,,,,,,89,92.9,89.0,31,0,,0,1.69,37,25,12,0.38,0.79,0,42,17,0,10,35,30,0,France,1,4.3,DF,False,True,False,False,,0.129,0.129,0.258,2.021,0.688,0.129,4.082278481012658,4.7626582278481004,1.3607594936708858,5.715189873417721,0.054054054054054,0.2,0.2531645569620253,,,1.821556962025316,0.0,,,,77.45292493765098,,,,,,,77.71,3.0,0.0,10,DF,alternate
ITA-Serie A,2324,Napoli,Juan Jesus,BRA,DF,32.0,1991.0,24,23,2116,23.5,1,0,1,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04,juan jesus||napoli||2324,8,2,25.0,0.34,0.09,0.13,0.5,,,,,,,,,,,,,,,,88,61.9,90.0,20,1,52.0,6,1.33,27,29,-2,-0.09,-0.71,0,28,9,0,0,22,20,0,Italy,1,4.6,DF,False,True,False,False,,0.184,0.0,0.184,1.564,0.414,0.184,3.914893617021277,4.306382978723404,0.0,5.480851063829786,0.037037037037037,0.5,0.2978723404255319,,,1.3678404255319148,0.0,,,,74.90431358254129,,,,,,,77.59,3.0,0.0,11,DF,alternate
ESP-La Liga,2526,Barcelona,Raphinha,BRA,"MF,FW",30.0,1996.0,20,17,1291,14.3,11,3,14,8,3,3,4,0,0.77,0.21,0.98,0.56,0.77,raphinha||barcelona||2526,58,19,32.8,4.04,1.32,0.14,0.42,,,,,,,,,,,,,,,,65,46.3,71.0,4,3,28.0,1,2.75,41,9,32,2.23,0.91,0,10,9,2,67,5,5,0,Spain,1,4.8,MF,False,False,True,False,,3.696,1.008,4.704,19.392,6.336,2.688,1.678321678321678,1.678321678321678,22.489510489510486,3.356643356643356,0.3414634146341463,0.42,0.2797202797202797,,2.218371004605151,,0.0,,,55.72865042541883,,,0.2,-0.0799999999999999,0.12,0.96,-0.3839999999999999,58.23,3.0,0.72,1,MF,starter
ENG-Premier League,2526,Manchester Utd,Casemiro,BRA,MF,34.0,1992.0,31,30,2311,25.7,8,2,10,8,0,0,10,1,0.31,0.08,0.39,0.31,0.39,casemiro||manchester utd||2526,45,16,35.6,1.75,0.62,0.18,0.5,,,,,,,,,,,,,,,,75,77.8,77.0,11,1,11.0,0,1.87,47,26,21,0.82,1.91,1,44,31,4,19,24,39,0,England,1,5.0,MF,False,False,True,False,,1.55,0.4,1.95,8.75,3.1,1.55,7.587548638132295,4.669260700389105,3.696498054474709,8.560311284046694,0.2127659574468085,0.5,0.5836575875486382,,2.30355124596407,,0.0,,,56.39013425742826,,,0.25,0.08,0.33,1.25,0.4,57.49,3.0,1.98,2,MF,backup
POR-Primeira Liga,2425,Santa Clara,Lucas Soares,BRA,"MF,DF",26.0,1998.0,30,18,1660,18.4,0,1,1,0,0,0,8,1,0.0,0.05,0.05,0.0,0.05,lucas soares||santa clara||2425,18,7,38.9,0.98,0.38,0.0,0.0,,,,,,,,,,,,,,,,55,54.2,78.0,9,12,21.0,2,1.73,20,20,0,0.0,-0.26,1,27,13,0,66,15,19,0,Portugal,2,3.4,MF,False,False,True,False,,0.0,0.17,0.17,3.332,1.292,0.0,3.510869565217392,2.7717391304347827,12.195652173913045,4.989130434782608,0.05,0.0,0.7065217391304348,,0.6104347826086957,,0.0,,,43.24190705882931,,,,,,,,56.93,2.0,0.0,3,MF,sub
ENG-Premier League,2526,Newcastle United,Bruno Guimarães,BRA,MF,29.0,1997.0,24,22,2046,22.7,9,4,13,7,2,2,5,0,0.4,0.18,0.57,0.31,0.48,bruno guimarães||newcastle united||2526,33,18,54.5,1.45,0.79,0.21,0.39,,,,,,,,,,,,,,,,85,68.9,90.0,18,2,37.0,1,1.46,37,31,6,0.26,1.14,0,34,54,1,64,13,36,0,England,1,5.0,MF,False,False,True,False,,2.0,0.8999999999999999,2.85,7.25,3.95,1.55,7.929515418502203,2.8634361233480177,14.096916299559473,7.48898678414097,0.3513513513513513,0.39,0.2202643171806167,,2.3640522085962616,,0.0,,,56.85996632134047,,,0.26,0.0099999999999999,0.2699999999999999,1.2999999999999998,0.0499999999999998,56.59,3.0,1.62,4,MF,sub
POR-Primeira Liga,2324,Sporting CP,Matheus Reis,BRA,"MF,DF",28.0,1995.0,27,15,1425,15.8,0,4,4,0,0,0,2,0,0.0,0.25,0.25,0.0,0.25,matheus reis||sporting cp||2324,4,1,25.0,0.25,0.06,0.0,0.0,,,,,,,,,,,,,,,,53,46.6,73.0,6,12,27.0,1,2.7,43,16,27,1.71,-0.5,0,14,12,2,46,10,17,0,Portugal,2,3.4,MF,False,False,True,False,,0.0,0.85,0.85,0.85,0.204,0.0,3.6582278481012658,2.151898734177215,9.89873417721519,3.012658227848101,0.0930232558139534,0.0,0.1265822784810126,,0.7907881954665882,,0.0,,,44.64247677722828,,,,,,,,55.38,2.0,0.0,5,MF,sub
ITA-Serie A,2526,Genoa,Junior Messias,BRA,MF,35.0,1991.0,18,5,629,7.0,3,1,4,2,1,1,0,0,0.43,0.14,0.57,0.29,0.43,junior messias||genoa||2526,16,7,43.8,2.29,1.0,0.13,0.29,,,,,,,,,,,,,,,,35,21.2,64.0,0,13,24.0,5,1.72,11,6,5,0.72,1.14,0,10,20,0,15,5,8,0,Italy,1,4.6,MF,False,False,True,False,,1.978,0.644,2.6219999999999994,10.534,4.6,1.334,5.257142857142856,3.2857142857142856,9.857142857142856,6.571428571428571,0.3636363636363636,0.29,0.0,,2.072712987012987,,0.0,,,54.59751458801524,,,0.32,0.03,0.36,1.4719999999999998,0.138,52.94,3.0,2.16,6,MF,sub
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23.0,2001.0,36,35,2974,33.0,3,1,4,3,0,0,11,1,0.09,0.03,0.12,0.09,0.12,joão gomes||wolves||2425,35,7,20.0,1.06,0.21,0.09,0.43,,,,,,,,,,,,,,,,83,87.0,84.0,18,1,45.0,0,1.08,45,58,-13,-0.39,0.01,1,70,46,1,29,25,78,0,England,1,5.0,MF,False,False,True,False,,0.4499999999999999,0.15,0.6,5.300000000000001,1.05,0.4499999999999999,11.818181818181818,3.787878787878788,4.393939393939394,10.606060606060606,0.0888888888888888,0.43,0.4848484848484848,,1.7661414141414142,,0.0,,,52.21677305015376,,,0.0199999999999999,0.0,0.0199999999999999,0.0999999999999999,0.0,52.34,3.0,0.12,7,MF,sub
FRA-Ligue 1,2425,Strasbourg,Andrey Santos,BRA,MF,20.0,2004.0,32,32,2855,31.7,10,3,13,10,0,0,8,0,0.32,0.09,0.41,0.32,0.41,andrey santos||strasbourg||2425,46,16,34.8,1.45,0.5,0.22,0.63,,,,,,,,,,,,,,,,89,93.3,89.0,30,0,,0,1.72,55,42,13,0.41,0.85,0,29,63,0,0,31,72,0,France,1,4.3,MF,False,False,True,False,,1.376,0.3869999999999999,1.763,6.234999999999999,2.15,1.376,9.766561514195583,4.205047318611987,0.0,3.933753943217665,0.2363636363636363,0.63,0.252365930599369,,2.218865314023516,,0.0,,,55.73248908193168,,,0.21,0.09,0.3,0.903,0.3869999999999999,51.43,2.0,1.8,8,MF,sub
ENG-Premier League,2425,Newcastle United,Joelinton,BRA,"MF,FW",27.0,1996.0,29,29,2393,26.6,4,3,7,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26,joelinton||newcastle united||2425,45,14,31.1,1.69,0.53,0.09,0.29,,,,,,,,,,,,,,,,83,70.0,83.0,18,0,,0,1.83,51,32,19,0.71,0.54,0,58,34,7,16,20,35,0,England,1,5.0,MF,False,False,True,False,,0.75,0.55,1.3,8.45,2.6500000000000004,0.75,6.578947368421052,3.7593984962406015,3.007518796992481,10.902255639097744,0.1372549019607843,0.29,0.3759398496240601,,1.6054885743771194,,0.0,,,50.96919198704427,,,0.0099999999999999,0.0399999999999999,0.05,0.0499999999999999,0.2,51.38,3.0,0.3,9,MF,alternate
TUR-Super Lig,2526,Fenerbahçe,Talisca,BRA,"MF,FW",32.0,1994.0,27,21,1720,19.1,16,4,20,11,5,7,2,0,0.84,0.21,1.05,0.58,0.78,talisca||fenerbahçe||2526,100,39,39.0,5.23,2.04,0.11,0.28,,,,,,,,,,,,,,,,64,63.7,74.0,5,6,29.0,0,2.33,49,13,36,1.88,1.7,0,21,29,6,11,8,4,0,Turkey,2,3.1,MF,False,False,True,False,,2.604,0.651,3.2550000000000003,16.213,6.324000000000001,1.7979999999999998,0.6492146596858638,1.2984293193717276,1.7853403141361257,3.408376963350785,0.4081632653061224,0.28,0.1047120418848167,,1.7504114488727431,,0.0,,,52.09461892688175,,,0.0499999999999999,0.12,0.17,0.1549999999999998,0.372,51.18,2.0,1.02,10,MF,alternate
ESP-La Liga,2526,Real Madrid,Rodrygo,BRA,"MF,FW",25.0,2001.0,19,6,684,7.6,1,3,4,1,0,0,3,0,0.13,0.39,0.53,0.13,0.53,rodrygo||real madrid||2526,27,11,40.7,3.55,1.45,0.04,0.09,,,,,,,,,,,,,,,,36,24.5,75.0,1,13,18.0,3,2.21,11,5,6,0.79,-0.49,0,5,23,0,42,3,8,0,Spain,1,4.8,MF,False,False,True,False,,0.624,1.872,2.544,17.04,6.96,0.624,5.052631578947368,1.894736842105263,26.52631578947368,3.1578947368421053,0.3636363636363636,0.09,0.3947368421052631,,1.5401272727272728,,0.0,,,50.46161600943832,,,-0.15,0.16,0.02,-0.7200000000000001,0.7679999999999998,50.32,3.0,0.12,11,MF,alternate
ENG-Premier League,2425,Tottenham Hotspur,Richarlison,BRA,FW,27.0,1997.0,15,4,504,5.6,4,1,5,4,0,0,2,0,0.71,0.18,0.89,0.71,0.89,richarlison||tottenham hotspur||2425,17,7,41.2,3.04,1.25,0.24,0.57,,,,,,,,,,,,,,,,34,14.7,72.0,1,11,20.0,2,0.93,11,9,2,0.36,0.45,0,7,13,3,7,0,3,0,England,1,5.0,FW,False,False,False,True,,3.55,0.8999999999999999,4.45,15.2,6.25,3.55,2.6785714285714284,0.0,6.25,6.25,0.4545454545454545,0.57,0.3571428571428571,2.900824675324675,,,0.0,,65.48422128909661,,,,0.0499999999999999,-0.06,-0.02,0.2499999999999995,-0.3,63.64,3.0,1.5,1,FW,starter
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23.0,2001.0,31,8,964,10.7,8,1,9,8,0,0,1,0,0.75,0.09,0.84,0.75,0.84,rodrigo muniz||fulham||2425,40,19,47.5,3.73,1.77,0.2,0.42,,,,,,,,,,,,,,,,31,28.2,72.0,0,23,17.0,1,1.55,25,17,8,0.75,1.04,0,11,31,3,1,4,6,0,England,1,5.0,FW,False,False,False,True,,3.75,0.4499999999999999,4.2,18.65,8.85,3.75,2.8037383177570097,1.869158878504673,0.4672897196261683,5.140186915887851,0.36,0.42,0.0934579439252336,3.2738271028037387,,,0.0,,74.0969234724788,,,,0.24,0.03,0.2799999999999999,1.2000000000000002,0.1499999999999999,60.69,3.0,5.0,2,FW,backup
ESP-La Liga,2324,Real Madrid,Vinicius Júnior,BRA,FW,23.0,2000.0,26,22,1864,20.7,15,5,20,14,1,1,7,0,0.72,0.24,0.97,0.68,0.92,vinicius júnior||real madrid||2324,78,39,50.0,3.77,1.88,0.18,0.36,,,,,,,,,,,,,,,,72,54.5,80.0,7,4,26.0,3,2.62,47,12,35,1.69,0.19,0,24,54,10,56,1,12,0,Spain,1,4.8,FW,False,False,False,True,,3.456,1.152,4.656,18.096,9.024,3.264,2.782608695652174,0.2318840579710144,12.98550724637681,5.565217391304348,0.425531914893617,0.36,0.3381642512077294,3.139121574673656,,,0.0,,70.98654533343912,,,,,,,,,58.1,3.0,0.0,3,FW,sub
USA-MLS,2526,Colorado Rapids,Rafael Navarro,BRA,FW,26.0,2000.0,10,10,893,9.9,7,3,10,6,1,1,1,0,0.71,0.3,1.01,0.6,0.91,rafael navarro||colorado rapids||2026,34,20,58.8,3.43,2.02,0.18,0.3,,,,,,,,,,,,,,,,89,99.2,89.0,9,0,,0,1.3,22,17,5,0.5,13.36,0,16,27,0,4,2,9,0,USA,2,2.8,FW,False,False,False,True,,1.988,0.84,2.828,9.604,5.656,1.68,2.5454545454545454,0.5656565656565656,1.1313131313131313,4.525252525252525,0.4545454545454545,0.3,0.101010101010101,3.126931313131313,,,0.0,,70.70506970629287,,,,0.3,0.1999999999999999,0.5,0.8399999999999999,0.56,54.72,3.0,5.0,4,FW,sub
ENG-Premier League,2425,Arsenal,Gabriel Jesus,BRA,FW,27.0,1997.0,17,6,608,6.8,3,0,3,3,0,0,4,0,0.44,0.0,0.44,0.44,0.44,gabriel jesus||arsenal||2425,20,8,40.0,2.96,1.18,0.15,0.38,,,,,,,,,,,,,,,,36,17.8,81.0,2,11,11.0,1,1.94,15,5,10,1.48,0.68,0,14,10,9,6,5,6,0,England,1,5.0,FW,False,False,False,True,,2.2,0.0,2.2,14.8,5.9,2.2,4.411764705882353,3.6764705882352944,4.411764705882353,10.294117647058824,0.2,0.38,0.5882352941176471,2.265588235294118,,,0.0,,50.81648223176247,,,,0.2,-0.3,-0.11,1.0000000000000002,-1.5,51.41,2.0,5.0,5,FW,sub
ENG-Premier League,2526,Brentford,Igor Thiago,BRA,FW,25.0,2001.0,33,32,2832,31.5,21,1,22,14,7,8,6,0,0.67,0.03,0.7,0.44,0.48,igor thiago||brentford||2526,76,39,51.3,2.42,1.24,0.18,0.36,,,,,,,,,,,,,,,,86,95.4,88.0,25,1,31.0,0,1.45,45,41,4,0.13,0.13,0,62,23,20,14,11,19,0,England,1,5.0,FW,False,False,False,True,,3.35,0.15,3.5,12.1,6.2,2.2,3.015873015873016,1.746031746031746,2.2222222222222223,9.84126984126984,0.4888888888888889,0.36,0.1904761904761904,2.368309523809524,,,0.0,,53.18833774985055,,,,0.67,0.03,0.7,3.35,0.15,47.55,1.0,5.0,6,FW,sub
