league,season,team,player,nation,pos,age,born,mp,starts,min,90s,gls,ast,g_a,gls_npk,pk,pkatt,yellow,red,gls_p90,ast_p90,g_a_p90,gls_npk_p90,g_a_npk_p90,player_key,sh,sot,sot_pct,sh_p90,sot_p90,g_per_sh,g_per_sot,gk_ga,gk_ga90,gk_sota,gk_saves,gk_save_pct,gk_w,gk_d,gk_l,gk_cs,gk_cs_pct,gk_pk_faced,gk_pk_allowed,gk_pk_saved,gk_pk_missed,gk_pk_save_pct,mn_per_mp,min_pct,mn_per_start,starts_completed,subs,mn_per_sub,unsub,ppm,ong,onga,plus_minus,plus_minus_p90,on_off,second_yellow,fouls,fouled,offsides,crosses,interceptions,tkl_won,own_goals,country,league_tier,club_league_difficulty,primary_pos,is_gk,is_df,is_mf,is_fw,gk_save_pct_adj,gls_adj,ast_adj,g_a_adj,sh_adj,sot_adj,npg_adj,tkl_won_adj,interceptions_adj,crosses_adj,fouls_adj,involvement,shot_quality,discipline,fwd_raw,mid_raw,def_raw,gk_ga90_inv,gk_raw,fwd_score,mid_score,def_score,gk_score,trend_gls_p90,trend_ast_p90,trend_g_a_p90,trend_gls_adj,trend_ast_adj,weighted_score,seasons_in_data,form_trend_bonus,pick,position_group,role
ENG-Premier League,2526,Chelsea,Trevoh Chalobah,ENG,DF,27.0,1999.0,30,29,2560,28.4,3,0,3,3,0,0,3,1,0.11,0.0,0.11,0.11,0.11,trevoh chalobah||chelsea||2526,14,5,35.7,0.49,0.18,0.21,0.6,,,,,,,,,,,,,,,,85,86.2,88.0,27,1,10.0,0,1.5,51,31,20,0.7,2.68,0,20,18,2,5,35,22,0,England,1,5.0,DF,False,True,False,False,,0.55,0.0,0.55,2.45,0.8999999999999999,0.55,3.873239436619719,6.161971830985916,0.8802816901408451,3.5211267605633805,0.0588235294117647,0.6,0.2112676056338028,,,2.688126760563381,0.0,,,,82.32061092859644,,0.11,-0.1,0.0099999999999999,0.55,-0.5,82.0,3.0,1.65,5,DF,sub
ENG-Premier League,2324,Arsenal,Ben White,ENG,DF,25.0,1997.0,37,35,2988,33.2,4,4,8,4,0,0,8,0,0.12,0.12,0.24,0.12,0.24,ben white||arsenal||2324,13,8,61.5,0.39,0.24,0.31,0.5,,,,,,,,,,,,,,,,81,87.4,85.0,27,2,7.0,0,2.32,81,26,55,1.66,0.2,0,19,12,11,57,30,28,0,England,1,5.0,DF,False,True,False,False,,0.6,0.6,1.2,1.95,1.2,0.6,4.216867469879518,4.518072289156626,8.58433734939759,2.8614457831325297,0.0987654320987654,0.5,0.2409638554216867,,,2.2475421686746984,0.0,,,,79.84576418297823,,,,,,,81.88,3.0,0.0,6,DF,sub
FRA-Ligue 1,2324,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",25.0,1997.0,23,16,1432,15.9,1,4,5,0,1,1,1,1,0.06,0.25,0.31,0.0,0.25,ainsley maitland-niles||lyon||2324,18,6,33.3,1.13,0.38,0.0,0.0,,,,,,,,,,,,,,,,62,46.8,80.0,9,7,21.0,6,1.78,27,32,-5,-0.31,-0.26,0,5,11,1,21,17,18,0,France,1,4.3,DF,False,True,False,False,,0.258,1.075,1.333,4.858999999999999,1.634,0.0,4.867924528301886,4.59748427672956,5.679245283018868,1.3522012578616351,0.1851851851851851,0.0,0.2515723270440251,,,2.1175534591194967,0.0,,,,79.11559308591207,,,,,,,81.41,3.0,0.0,7,DF,sub
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33.0,1991.0,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,nathaniel clyne||crystal palace||2425,2,0,0.0,0.37,0.0,0.0,,,,,,,,,,,,,,,,,37,14.1,70.0,1,8,16.0,24,1.31,4,11,-7,-1.3,-1.52,0,2,2,0,7,3,8,0,England,1,5.0,DF,False,True,False,False,,0.0,0.0,0.0,1.85,0.0,0.0,7.4074074074074066,2.777777777777777,6.481481481481481,1.851851851851852,0.0,0.0,0.1851851851851851,,,1.863851851851852,0.0,,,,77.6905033105005,,0.0,0.0,0.0,0.0,0.0,81.31,3.0,0.0,8,DF,sub
ITA-Serie A,2324,Milan,Fikayo Tomori,ENG,DF,25.0,1997.0,26,24,2121,23.6,4,0,4,4,0,0,8,1,0.17,0.0,0.17,0.17,0.17,fikayo tomori||milan||2324,17,8,47.1,0.72,0.34,0.24,0.5,,,,,,,,,,,,,,,,82,62.0,86.0,19,2,28.0,1,2.04,51,27,24,1.02,0.81,1,26,9,1,3,25,23,0,Italy,1,4.6,DF,False,True,False,False,,0.782,0.0,0.782,3.312,1.564,0.782,4.483050847457626,4.872881355932202,0.5847457627118643,5.067796610169491,0.0784313725490196,0.5,0.5508474576271186,,,2.1301610169491525,0.0,,,,79.18641211599018,,,,,,,81.12,3.0,0.0,9,DF,alternate
ENG-Premier League,2324,Liverpool,Trent Alexander-Arnold,ENG,DF,24.0,1998.0,28,25,2155,23.9,3,4,7,3,0,0,6,0,0.13,0.17,0.29,0.13,0.29,trent alexander-arnold||liverpool||2324,47,8,17.0,1.96,0.33,0.06,0.38,,,,,,,,,,,,,,,,77,63.0,83.0,14,3,28.0,0,2.0,53,28,25,1.04,-0.38,0,9,9,2,166,29,27,0,England,1,5.0,DF,False,True,False,False,,0.65,0.8500000000000001,1.45,9.8,1.65,0.65,5.648535564853558,6.066945606694562,34.72803347280335,1.882845188284519,0.1320754716981132,0.38,0.2510460251046025,,,2.879033472803348,0.0,,,,83.392969935702,,,,,,,80.52,2.0,0.0,10,DF,alternate
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24.0,2000.0,34,34,3059,34.0,3,2,5,3,0,0,9,1,0.09,0.06,0.15,0.09,0.15,marc guéhi||crystal palace||2425,15,7,46.7,0.44,0.21,0.2,0.43,,,,,,,,,,,,,,,,90,89.4,90.0,33,0,,0,1.35,42,42,0,0.0,0.0,1,23,27,1,13,29,32,3,England,1,5.0,DF,False,True,False,False,,0.4499999999999999,0.3,0.75,2.2,1.05,0.4499999999999999,4.705882352941177,4.264705882352941,1.9117647058823528,3.382352941176471,0.119047619047619,0.43,0.4117647058823529,,,1.883823529411765,0.0,,,,77.80268798995515,,0.09,0.0199999999999999,0.1099999999999999,0.4499999999999999,0.0999999999999999,79.77,3.0,1.35,11,DF,alternate
ENG-Premier League,2324,West Ham United,Jarrod Bowen,ENG,"MF,FW",26.0,1996.0,34,34,3019,33.5,16,6,22,16,0,0,2,0,0.48,0.18,0.66,0.48,0.66,jarrod bowen||west ham united||2324,85,37,43.5,2.53,1.1,0.19,0.43,,,,,,,,,,,,,,,,89,88.3,89.0,31,0,,0,1.44,53,63,-10,-0.3,0.6,0,28,42,20,74,19,29,0,England,1,5.0,MF,False,False,True,False,,2.4,0.8999999999999999,3.3000000000000003,12.65,5.5,2.4,4.328358208955224,2.835820895522388,11.044776119402986,4.17910447761194,0.4150943396226415,0.43,0.0597014925373134,,2.0714517037454234,,0.0,,,54.58771984599798,,,,,,,,63.42,3.0,0.0,1,MF,starter
ENG-Premier League,2526,Manchester City,Phil Foden,ENG,MF,26.0,2000.0,27,21,1826,20.3,7,3,10,7,0,0,4,0,0.35,0.15,0.49,0.35,0.49,phil foden||manchester city||2526,51,17,33.3,2.51,0.84,0.14,0.41,,,,,,,,,,,,,,,,68,65.4,83.0,12,6,14.0,2,2.04,45,16,29,1.43,0.87,0,17,27,2,105,9,13,0,England,1,5.0,MF,False,False,True,False,,1.75,0.75,2.45,12.55,4.2,1.75,3.2019704433497536,2.216748768472906,25.86206896551724,4.1871921182266005,0.2222222222222222,0.41,0.1970443349753694,,1.607964148877942,,0.0,,,50.98841654524116,,,0.0,0.0499999999999999,0.0299999999999999,0.0,0.25,57.79,3.0,0.18,2,MF,backup
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,24.0,1999.0,38,37,3225,35.8,7,8,15,7,0,0,5,0,0.2,0.22,0.42,0.2,0.42,declan rice||arsenal||2324,58,20,34.5,1.62,0.56,0.12,0.35,,,,,,,,,,,,,,,,85,94.3,87.0,29,1,24.0,0,2.34,84,28,56,1.56,-1.21,0,34,14,2,61,44,50,0,England,1,5.0,MF,False,False,True,False,,1.0,1.1,2.1,8.100000000000001,2.8000000000000003,1.0,6.983240223463688,6.145251396648045,8.519553072625698,4.748603351955308,0.1785714285714285,0.35,0.1396648044692737,,1.8345802075019957,,0.0,,,52.74824789183097,,,,,,,,56.78,3.0,0.0,3,MF,sub
ESP-La Liga,2324,Real Madrid,Jude Bellingham,ENG,"MF,FW",20.0,2003.0,28,27,2315,25.7,19,6,25,18,1,1,5,1,0.74,0.23,0.97,0.7,0.93,jude bellingham||real madrid||2324,63,35,55.6,2.45,1.36,0.29,0.51,,,,,,,,,,,,,,,,83,67.7,85.0,17,1,25.0,4,2.46,57,16,41,1.59,-0.04,0,32,72,4,22,20,35,0,Spain,1,4.8,MF,False,False,True,False,,3.552,1.104,4.656,11.76,6.5280000000000005,3.36,6.536964980544747,3.735408560311284,4.108949416342413,5.976653696498055,0.4385964912280701,0.51,0.311284046692607,,2.7209924499965865,,0.0,,,59.63185561060619,,,,,,,,55.96,3.0,0.0,4,MF,sub
ENG-Premier League,2526,Brighton,James Milner,ENG,MF,40.0,1986.0,19,6,726,8.1,1,1,2,0,1,1,2,0,0.12,0.12,0.25,0.0,0.12,james milner||brighton||2526,8,2,25.0,0.99,0.25,0.0,0.0,,,,,,,,,,,,,,,,38,24.4,79.0,1,13,19.0,6,1.47,16,14,2,0.25,0.09,0,11,3,1,14,5,9,0,England,1,5.0,MF,False,False,True,False,,0.6,0.6,1.25,4.95,1.25,0.0,5.555555555555555,3.08641975308642,8.641975308641976,6.790123456790123,0.125,0.0,0.2469135802469136,,1.332351851851852,,0.0,,,48.84809532194787,,,0.12,0.12,0.25,0.6,0.6,54.94,2.0,1.5,5,MF,sub
ENG-Premier League,2526,Everton,James Garner,ENG,"MF,DF",25.0,2001.0,32,32,2873,31.9,2,6,8,2,0,0,8,0,0.06,0.19,0.25,0.06,0.25,james garner||everton||2526,41,12,29.3,1.28,0.38,0.05,0.17,,,,,,,,,,,,,,,,90,99.8,90.0,31,0,,0,1.47,39,37,2,0.06,0.06,0,29,32,0,168,51,55,0,England,1,5.0,MF,False,False,True,False,,0.3,0.95,1.25,6.4,1.9,0.3,8.620689655172415,7.993730407523511,26.33228840125392,4.545454545454546,0.2051282051282051,0.17,0.2507836990595611,,2.139428462342256,,0.0,,,55.11560666630816,,,0.06,0.13,0.19,0.3,0.6499999999999999,53.95,3.0,1.14,6,MF,sub
ENG-Premier League,2526,Tottenham Hotspur,Archie Gray,ENG,"MF,DF",20.0,2006.0,23,18,1469,16.3,2,2,4,2,0,0,5,0,0.12,0.12,0.25,0.12,0.25,archie gray||tottenham hotspur||2526,11,5,45.5,0.67,0.31,0.18,0.4,,,,,,,,,,,,,,,,64,49.5,78.0,9,5,12.0,7,0.74,18,28,-10,-0.61,-0.55,0,12,2,0,12,17,8,0,England,1,5.0,MF,False,False,True,False,,0.6,0.6,1.25,3.35,1.55,0.6,2.4539877300613497,5.214723926380368,3.6809815950920246,3.6809815950920246,0.2222222222222222,0.4,0.3067484662576687,,1.1234781867757326,,0.0,,,47.22604600421676,,,0.12,0.12,0.25,0.6,0.6,53.81,2.0,1.5,7,MF,sub
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19.0,2005.0,26,22,1842,20.5,5,2,7,5,0,0,5,0,0.24,0.1,0.34,0.24,0.34,jack hinshelwood||brighton||2425,18,10,55.6,0.88,0.49,0.28,0.5,,,,,,,,,,,,,,,,71,53.9,82.0,12,4,11.0,0,1.73,39,30,9,0.44,0.55,0,18,9,0,28,11,19,0,England,1,5.0,MF,False,False,True,False,,1.2,0.5,1.7000000000000002,4.4,2.45,1.2,4.634146341463415,2.682926829268293,6.829268292682928,4.390243902439025,0.1794871794871795,0.5,0.2439024390243902,,1.4604096310193873,,0.0,,,49.84255306391914,,,-0.07,0.1,0.03,-0.3500000000000001,0.5,53.8,3.0,0.18,8,MF,sub
ENG-Premier League,2324,Chelsea,Cole Palmer,ENG,"MF,FW",21.0,2002.0,33,29,2607,29.0,22,11,33,13,9,9,7,0,0.76,0.38,1.14,0.45,0.83,cole palmer||chelsea||2324,108,46,42.6,3.73,1.59,0.12,0.28,,,,,,,,,,,,,,,,79,76.2,86.0,14,4,26.0,0,1.7,66,46,20,0.69,1.35,0,23,26,6,81,19,12,0,England,1,5.0,MF,False,False,True,False,,3.8,1.9,5.699999999999999,18.65,7.95,2.25,2.0689655172413794,3.275862068965517,13.96551724137931,3.9655172413793114,0.5,0.28,0.2413793103448276,,2.887413793103448,,0.0,,,60.92423311518056,,,,,,,,53.28,3.0,0.0,9,MF,alternate
ENG-Premier League,2425,Bournemouth,Lewis Cook,ENG,"MF,DF",27.0,1997.0,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.03,0.09,0.12,0.03,0.12,lewis cook||bournemouth||2425,14,4,28.6,0.42,0.12,0.07,0.25,,,,,,,,,,,,,,,,83,87.1,89.0,30,4,31.0,0,1.39,47,43,4,0.12,-1.51,0,48,10,3,132,45,42,0,England,1,5.0,MF,False,False,True,False,,0.15,0.4499999999999999,0.6,2.1,0.6,0.15,6.34441087613293,6.7975830815709966,19.939577039274923,7.250755287009063,0.0851063829787234,0.25,0.3323262839879154,,1.2226043581667416,,0.0,,,47.99582968477548,,,0.03,-0.01,0.0199999999999999,0.15,-0.05,52.7,3.0,0.12,10,MF,alternate
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21.0,2003.0,18,5,574,6.4,0,1,1,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,tim iroegbunam||everton||2425,5,0,0.0,0.78,0.0,0.0,,,,,,,,,,,,,,,,,32,16.8,83.0,3,13,12.0,4,1.0,9,16,-7,-1.1,-1.26,0,15,12,0,1,14,13,0,England,1,5.0,MF,False,False,True,False,,0.0,0.8,0.8,3.9,0.0,0.0,10.15625,10.9375,0.78125,11.71875,0.1111111111111111,0.0,0.625,,2.1283472222222226,,0.0,,,55.02955312782228,,,,,,,,52.41,2.0,0.0,11,MF,alternate
GER-Bundesliga,2526,Bayern Munich,Harry Kane,ENG,"FW,MF",33.0,1993.0,27,23,2107,23.4,32,5,37,22,10,10,1,0,1.37,0.21,1.58,0.94,1.15,harry kane||bayern munich||2526,110,62,56.4,4.7,2.65,0.2,0.35,,,,,,,,,,,,,,,,78,78.0,86.0,15,4,35.0,1,2.59,86,24,62,2.65,-0.08,0,24,32,19,10,7,12,0,Germany,1,4.7,FW,False,False,False,True,,6.439000000000001,0.987,7.426000000000001,22.090000000000003,12.455,4.418,2.4102564102564106,1.405982905982906,2.008547008547009,4.820512820512821,0.4302325581395348,0.35,0.0427350427350427,4.39564813158418,,,0.0,,100.0,,,,0.3900000000000001,-0.13,0.26,1.833000000000001,-0.6110000000000001,100.0,3.0,5.0,1,FW,starter
ENG-Premier League,2324,Newcastle United,Callum Wilson,ENG,FW,31.0,1992.0,20,9,991,11.0,9,1,10,7,2,2,3,0,0.82,0.09,0.91,0.64,0.73,callum wilson||newcastle united||2324,35,21,60.0,3.18,1.91,0.2,0.33,,,,,,,,,,,,,,,,50,29.0,80.0,5,11,25.0,0,1.65,30,15,15,1.36,1.07,0,15,17,4,3,1,3,0,England,1,5.0,FW,False,False,False,True,,4.1,0.4499999999999999,4.55,15.9,9.55,3.2,1.3636363636363635,0.4545454545454546,1.3636363636363635,6.8181818181818175,0.3333333333333333,0.33,0.2727272727272727,3.0803636363636366,,,0.0,,69.62981254487799,,,,,,,,,55.7,1.0,0.0,2,FW,backup
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,21.0,2001.0,35,35,2919,32.4,16,9,25,10,6,6,4,0,0.49,0.28,0.77,0.31,0.59,bukayo saka||arsenal||2324,107,37,34.6,3.3,1.14,0.09,0.27,,,,,,,,,,,,,,,,83,85.4,83.0,17,0,,0,2.29,78,27,51,1.57,-0.4,0,41,69,8,181,16,37,0,England,1,5.0,FW,False,False,False,True,,2.45,1.4,3.85,16.5,5.699999999999999,1.55,5.709876543209877,2.469135802469136,27.9320987654321,6.327160493827161,0.3205128205128205,0.27,0.1234567901234568,2.6374040835707504,,,0.0,,59.40178605916986,,,,,,,,,52.16,3.0,0.0,3,FW,sub
ENG-Premier League,2425,Aston Villa,Ollie Watkins,ENG,FW,28.0,1995.0,38,31,2598,28.9,16,8,24,14,2,2,2,0,0.55,0.28,0.83,0.48,0.76,ollie watkins||aston villa||2425,84,40,47.6,2.91,1.39,0.17,0.35,,,,,,,,,,,,,,,,68,76.0,78.0,11,7,25.0,0,1.74,48,40,8,0.28,0.39,0,29,33,16,7,7,7,0,England,1,5.0,FW,False,False,False,True,,2.75,1.4,4.15,14.55,6.949999999999999,2.4,1.2110726643598615,1.2110726643598615,1.2110726643598615,5.017301038062284,0.5,0.35,0.0692041522491349,2.6530397923875437,,,0.0,,59.76281776712752,,,,0.02,-0.0799999999999999,-0.07,0.0999999999999996,-0.3999999999999997,51.2,3.0,0.6,4,FW,sub
ESP-La Liga,2526,Barcelona,Marcus Rashford,ENG,"MF,FW",29.0,1997.0,26,15,1442,16.0,6,6,12,6,0,0,2,0,0.37,0.37,0.75,0.37,0.75,marcus rashford||barcelona||2526,69,26,37.7,4.31,1.62,0.09,0.23,,,,,,,,,,,,,,,,55,51.7,75.0,4,11,29.0,3,2.58,38,20,18,1.12,-1.28,0,6,20,10,90,1,8,0,Spain,1,4.8,FW,False,False,False,True,,1.776,1.776,3.6,20.688,7.776,1.776,2.4,0.3,27.0,1.7999999999999998,0.3157894736842105,0.23,0.125,2.815618421052631,,,0.0,,63.51679148665158,,,,,,,,,50.81,1.0,0.0,5,FW,sub
ENG-Premier League,2324,Newcastle United,Harvey Barnes,ENG,"FW,MF",25.0,1997.0,21,7,802,8.9,5,3,8,5,0,0,2,0,0.56,0.34,0.9,0.56,0.9,harvey barnes||newcastle united||2324,27,12,44.4,3.03,1.35,0.19,0.42,,,,,,,,,,,,,,,,38,23.5,67.0,1,14,24.0,0,1.76,24,10,14,1.57,1.26,0,4,21,2,12,3,1,0,England,1,5.0,FW,False,False,False,True,,2.8000000000000003,1.7000000000000002,4.5,15.15,6.75,2.8000000000000003,0.5617977528089888,1.6853932584269662,6.741573033707865,2.247191011235955,0.3333333333333333,0.42,0.2247191011235955,2.83776404494382,,,0.0,,64.02813846240474,,,,,,,,,50.45,3.0,0.0,6,FW,sub
